name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Jeff Flake,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.48,0.52
Jeff Flake,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.476,0.524
Jeff Flake,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.48,0.52
Jeff Flake,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.431,0.569
Jeff Flake,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.465,0.535
Jeff Flake,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.551,0.449
Jeff Flake,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.554,0.446
Jeff Flake,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.989,0.011
Jeff Flake,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.976,0.024
Jeff Flake,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.707,0.293
Jeff Flake,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.946,0.054
Jeff Flake,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.999,0.001
Jeff Flake,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.895,0.105
Jeff Flake,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.451,0.549
David Perdue,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.921,0.079
David Perdue,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.496,0.504
David Perdue,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.48,0.52
David Perdue,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,0.833,0.167
David Perdue,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.496,0.504
David Perdue,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.482,0.518
David Perdue,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,0.825,0.175
David Perdue,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.724,0.276
David Perdue,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,0.895,0.105
David Perdue,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.82,0.18
David Perdue,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.567,0.433
David Perdue,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.487,0.513
David Perdue,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.681,0.319
David Perdue,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.929,0.071
David Perdue,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
David Perdue,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.529,0.471
David Perdue,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.517,0.483
David Perdue,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.528,0.472
David Perdue,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.471,0.529
David Perdue,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.504,0.496
David Perdue,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.631,0.369
David Perdue,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.609,0.391
David Perdue,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.991,0.009
David Perdue,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.979,0.021
David Perdue,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.734,0.266
David Perdue,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.954,0.046
David Perdue,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.999,0.001
David Perdue,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.909,0.091
David Perdue,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.488,0.512
Johnny Isakson,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Not voting,0.921,NA
Johnny Isakson,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Not voting,0.496,NA
Johnny Isakson,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Not voting,0.48,NA
Johnny Isakson,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Not voting,0.833,NA
Johnny Isakson,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Not voting,0.496,NA
Johnny Isakson,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Not voting,0.482,NA
Johnny Isakson,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Not voting,0.825,NA
Johnny Isakson,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Not voting,0.724,NA
Johnny Isakson,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Not voting,0.895,NA
Johnny Isakson,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Not voting,0.82,NA
Johnny Isakson,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.567,0.433
Johnny Isakson,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.487,0.513
Johnny Isakson,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.681,0.319
Johnny Isakson,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.929,0.071
Johnny Isakson,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
Johnny Isakson,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.529,0.471
Johnny Isakson,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.517,0.483
Johnny Isakson,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.528,0.472
Johnny Isakson,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.471,0.529
Johnny Isakson,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.504,0.496
Johnny Isakson,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.631,0.369
Johnny Isakson,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.609,0.391
Johnny Isakson,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.991,0.009
Johnny Isakson,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.979,0.021
Johnny Isakson,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.734,0.266
Johnny Isakson,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.954,0.046
Johnny Isakson,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.999,0.001
Johnny Isakson,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.909,0.091
Johnny Isakson,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.488,0.512
John McCain,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.913,0.087
John McCain,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.456,0.544
John McCain,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.44,0.56
John McCain,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,0.756,0.244
John McCain,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.456,0.544
John McCain,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.442,0.558
John McCain,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,0.769,0.231
John McCain,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.655,0.345
John McCain,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,0.86,0.14
John McCain,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.796,0.204
John McCain,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Not voting,0.497,NA
John McCain,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,No,0.447,-0.447
John McCain,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.608,0.392
John McCain,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.914,0.086
John McCain,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
John McCain,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.48,0.52
John McCain,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.476,0.524
John McCain,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.48,0.52
John McCain,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.431,0.569
John McCain,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.465,0.535
John McCain,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.551,0.449
John McCain,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.554,0.446
John McCain,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.989,0.011
John McCain,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.976,0.024
John McCain,Jan. 23,Nomination of Mike Pompeo to be director of the CIA (66-32),support,Yes,0.707,0.293
John McCain,Jan. 20,Nomination of John F. Kelly to be secretary of homeland security (88-11),support,Yes,0.946,0.054
John McCain,Jan. 20,Nomination of James Mattis to be secretary of defense (98-1),support,Yes,0.999,0.001
John McCain,Jan. 12,Waiver allowing James Mattis to become secretary of defense (81-17),support,Yes,0.895,0.105
John McCain,Jan. 12,Budget resolution to repeal the Affordable Care Act (51-48),support,Yes,0.451,0.549
John Cornyn,March 15,Nomination of Daniel Coats to be director of national intelligence (85-12),support,Yes,0.938,0.062
John Cornyn,March 14,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (51-48),support,Yes,0.59,0.41
John Cornyn,March 9,Repeal of a Department of Education rule on school accountability (50-49),support,Yes,0.574,0.426
John Cornyn,March 8,Repeal of a Department of Education rule on teacher preparation programs (59-40),support,Yes,0.947,0.053
John Cornyn,March 7,Repeal of changes to Bureau of Land Management planning rules (51-48),support,Yes,0.59,0.41
John Cornyn,March 6,Repeal of a rule requiring some federal contractors to report labor violations (49-48),support,Yes,0.577,0.423
John Cornyn,March 2,Nomination of Rick Perry to be secretary of energy (62-37),support,Yes,0.92,0.08
John Cornyn,March 2,Nomination of Ben Carson to be secretary of housing and urban development (58-41),support,Yes,0.856,0.144
John Cornyn,March 1,Nomination of Ryan Zinke to be secretary of the interior (68-31),support,Yes,0.953,0.047
John Cornyn,Feb. 28,Nomination of Wilbur L. Ross Jr. to be secretary of commerce (72-27),support,Yes,0.87,0.13
John Cornyn,Feb. 17,Nomination of Scott Pruitt to be administrator of the Environmental Protection Agency (52-46),support,Yes,0.722,0.278
John Cornyn,Feb. 16,Nomination of Mick Mulvaney to be director of the Office of Management and Budget (51-49),support,Yes,0.583,0.417
John Cornyn,Feb. 15,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (57-43),support,Yes,0.826,0.174
John Cornyn,Feb. 14,Nomination of Linda E. McMahon to be administrator of the Small Business Administration (81-19),support,Yes,0.956,0.044
John Cornyn,Feb. 13,Nomination of David J. Shulkin to be secretary of veterans affairs (100-0),support,Yes,1.0,0.0
John Cornyn,Feb. 13,Nomination of Steven T. Mnuchin to be secretary of the treasury (53-47),support,Yes,0.641,0.359
John Cornyn,Feb. 10,Nomination of Tom Price to be secretary of health and human services (52-47),support,Yes,0.613,0.387
John Cornyn,Feb. 8,Nomination of Jeff Sessions to be attorney general (52-47),support,Yes,0.64,0.36
John Cornyn,Feb. 7,Nomination of Betsy DeVos to be secretary of education (51-50),support,Yes,0.566,0.434
John Cornyn,Feb. 3,Repeal of a rule requiring energy companies to disclose payments to foreign governments (52-47),support,Yes,0.598,0.402
John Cornyn,Feb. 2,Repeal of the stream protection rule (54-45),support,Yes,0.795,0.205
John Cornyn,Feb. 1,Nomination of Rex W. Tillerson to be secretary of state (56-43),support,Yes,0.729,0.271
John Cornyn,Jan. 31,Nomination of Elaine L. Chao to be secretary of transportation (93-6),support,Yes,0.995,0.005
John Cornyn,Jan. 24,Nomination of Nikki R. Haley to be ambassador to the United Nations (96-4),support,Yes,0.984,0.016
